wavelength,flux
5864.8680835339665,1.0080128817719092
5864.882533385361,1.0100969778749649
5864.896982412795,1.0011660796205717
5864.911430616275,0.9974591300098004
5864.925877995815,1.0070975670170947
5864.9403245514295,0.9887330078398734
5864.954770283126,1.0087367094174575
5864.96921519092,0.9994932655488172
5864.983659274823,0.9878123567408542
5864.998102534847,0.9990469781112524
5865.012544971006,0.9861571470522016
5865.026986583307,0.9879628116463166
5865.041427371769,0.9929075712677976
5865.0558673364,0.9924389358841256
5865.0703064772115,0.9801055489231696
5865.084744794219,0.9951797703004708
5865.099182287433,0.9924512059280584
5865.113618956862,0.9845038579919192
5865.128054802525,1.0043264561576501
5865.142489824433,0.9943778406129552
5865.156924022594,0.9999024426658312
5865.17135739702,1.003535572693198
5865.185789947725,1.0017266014239268
5865.200221674727,0.9948735537536348
5865.214652578029,0.9978632644806659
5865.229082657646,1.0062180140893449
5865.243511913593,1.003372922570576
5865.2579403458785,1.0028014127456002
5865.272367954517,1.0049186225996372
5865.286794739521,0.9972942838363732
5865.301220700899,1.004569650040008
5865.315645838668,1.001095244521805
5865.330070152834,1.0006084546107257
5865.344493643418,0.9932955176313332
5865.358916310425,1.0082076152056882
5865.3733381538705,1.0004003900738434
5865.387759173764,1.004755556616139
5865.4021793701195,0.9994219729869944
5865.416598742951,1.003365606549919
5865.431017292263,0.9875967184880008
5865.445435018079,0.9917783934118994
5865.4598519204,0.986215727730046
5865.474267999247,0.9975733646415464
5865.488683254626,0.9775688577413884
5865.503097686554,0.9825441755137194
5865.5175112950365,0.9823266886828348
5865.531924080094,0.9665567571619482
5865.546336041733,0.9714175852488852
5865.560747179967,0.9689712451915624
5865.575157494806,0.9754032946446084
5865.5895669862675,0.9749390485175362
5865.603975654358,0.9869176404119396
5865.618383499094,0.9830727153010732
5865.6327905204835,0.9881684329462158
5865.647196718542,0.9831764727379538
5865.661602093279,0.9796458243787778
5865.6760066447105,0.9855945701215272
5865.690410372846,0.9881825358216744
5865.704813277692,1.002037520212232
5865.719215359272,0.9898432666672756
5865.733616617589,1.0008678918682006
5865.748017052662,0.9957784551575112
5865.762416664498,0.9947124741417432
5865.7768154531095,0.9869721056862336
5865.79121341851,0.9873089835403542
5865.805610560713,0.982589345808488
5865.820006879727,0.9651139508821543
5865.834402375566,0.9584013578998628
5865.848797048242,0.9567173563279008
5865.863190897769,0.9493329353368141
5865.877583924155,0.953442872738104
5865.891976127416,0.9474787724972802
5865.906367507562,0.963420815594912
5865.920758064607,0.9706819152422628
5865.935147798558,0.980984073207662
5865.949536709433,0.9816454597443792
5865.963924797243,0.9676137265525259
5865.978312061997,0.9772276826759794
5865.992698503707,0.9832751679416468
5866.007084122392,0.986251264080672
5866.021468918053,0.9799828107610112
5866.035852890712,0.9844869786744233
5866.050236040376,0.9894104115838444
5866.064618367061,0.9889428846275032
5866.078999870771,0.9857794150947986
5866.09338055153,0.99009469692162
5866.10776040934,0.9923361302435272
5866.122139444214,0.9994289926683776
5866.13651765617,0.9995446656065994
5866.1508950452135,0.9872338688073634
5866.165271611363,0.9982094467981156
5866.1796473546265,0.9929813964151172
5866.1940222750145,0.9943843469866622
5866.208396372546,1.00254316682873
5866.222769647224,0.9906416386222792
5866.237142099065,0.9965426473343808
5866.251513728083,1.003920216576932
5866.2658845342885,0.9857931253686802
5866.28025451769,0.994693733693995
5866.2946236783055,0.9922678403408216
5866.308992016144,0.9923200945484324
5866.323359531219,0.991378347991568
5866.337726223537,0.9989094856358895
5866.352092093117,1.0023301735096224
5866.366457139967,0.9993261723060812
5866.380821364101,0.9956723480740984
5866.39518476553,0.9912043024226982
5866.409547344268,0.9970588401199704
5866.423909100324,1.0036485830145423
5866.438270033711,1.005645912012372
5866.452630144442,1.0002876928541478
5866.466989432529,0.9903704583057344
5866.481347897981,0.9975363383833394
5866.495705540814,0.9988130886213324
5866.5100623610415,0.9964464453114994
5866.524418358671,1.0041255835468952
5866.538773533712,1.0008335037223368
5866.553127886185,0.9986905311703989
5866.567481416097,1.0066523174348712
5866.581834123461,1.0067767386698585
5866.596186008286,0.9998046862815184
5866.610537070588,0.9963607196014016
5866.62488731038,0.9986203162845948
5866.6392367276685,0.9923151256294444
5866.653585322469,0.9965123485636512
5866.667933094793,0.9862179518772728
5866.682280044654,0.9985481341367096
5866.696626172062,0.9972451352538912
5866.71097147703,0.9916890140752233
5866.7253159595675,0.9916381445950996
5866.739659619691,0.9932340016508444
5866.754002457411,0.9971681324822452
5866.768344472735,0.9953510196820272
5866.782685665684,0.9783756772932328
5866.79702603626,0.9653574733874734
5866.811365584483,1.0369382702647325
5866.825704310357,0.9753477644194593
5866.840042213901,0.9677470753351344
5866.854379295127,0.9834727744588184
5866.868715554039,0.99203389556824
5866.883050990658,0.9979612536550084
5866.8973856049915,0.9924669235407452
5866.911719397052,1.0014297352050436
5866.9260523668545,0.988864095706229
5866.940384514404,1.0019126014577178
5866.954715839722,0.993603654371706
5866.969046342812,0.9944898616543216
5866.98337602369,1.0030912323524117
5866.997704882368,0.997608826713524
5867.012032918856,0.9996222260635488
5867.026360133166,0.9881390807074224
5867.0406865253135,0.9967950780449432
5867.055012095308,0.9991673393912588
5867.06933684316,0.9973539554656152
5867.083660768884,0.9912747065911136
5867.097983872492,0.9991076587732064
5867.112306153992,0.9950227513310734
5867.126627613401,0.9971309727113198
5867.14094825073,0.9927378663384899
5867.155268065988,1.000049549905675
5867.169587059188,0.9952167534618679
5867.183905230344,0.9909651614547208
5867.198222579466,0.9963350875955798
5867.2125391065665,0.9847457488063924
5867.226854811656,0.9967392511764918
5867.241169694748,0.9954213599533884
5867.255483755857,0.983441159626158
5867.26979699499,0.9944165787952676
5867.284109412163,0.998966672990199
5867.2984210073855,0.9933010724988272
5867.312731780671,0.9928888684916336
5867.327041732027,0.9984554413122292
5867.341350861472,0.9945160961542788
5867.355659169016,0.9946644927687952
5867.369966654665,0.9989470048629014
5867.384273318438,0.9931509703282764
5867.398579160346,0.9906114102942548
5867.4128841804,0.9965444007961508
5867.42718837861,0.9916864860420463
5867.44149175499,0.9968564638601688
5867.455794309551,0.9978661138555764
5867.470096042306,0.9895849716499672
5867.484396953262,0.9945651909422376
5867.498697042442,0.9926497546280996
5867.512996309846,0.9965657182653388
5867.52729475549,0.9971309237576084
5867.541592379388,0.9966097482144959
5867.5558891815535,1.0010915924810189
5867.570185161993,0.9909747639069624
5867.584480320721,0.9958327539070836
5867.598774657749,0.9965071744705258
5867.613068173089,0.9925012264953336
5867.627360866757,0.9991141961143158
5867.641652738757,0.9952919201678244
5867.6559437891065,0.9897776587580014
5867.670234017815,0.9948109134950676
5867.684523424895,0.99090660807054
5867.698812010359,0.9995898754464614
5867.713099774219,0.9922930194574524
5867.727386716486,0.9921263438370124
5867.741672837173,0.9912039212395076
5867.75595813629,0.9868409364793675
5867.7702426138485,0.9902968732031198
5867.784526269866,0.9810286269131278
5867.798809104344,0.9836778917617368
5867.813091117308,0.9780178334840032
5867.827372308759,0.9758346479778632
5867.841652678713,0.9739722566947836
5867.85593222718,0.9662831616134632
5867.870210954174,0.981996495857909
5867.884488859705,0.9720038077744859
5867.898765943786,0.9762823483906122
5867.913042206429,0.9803226067238896
5867.927317647648,0.9735206077596096
5867.9415922674525,0.9682210251909306
5867.9558660658495,0.9565170586079974
5867.970139042859,0.9380400466144844
5867.98441119849,0.9193102238133921
5867.998682532752,0.8787343424507871
5868.012953045661,0.8246663242274858
5868.027222737224,0.7692494321585479
5868.041491607456,0.7054552100667618
5868.055759656371,0.6490120178408965
5868.070026883975,0.6218287526146847
5868.084293290283,0.6165626479660334
5868.098558875309,0.650471581250736
5868.1128236390605,0.706715121057501
5868.127087581553,0.7768210726495155
5868.1413507027955,0.826338508427677
5868.155613002801,0.8794713427968047
5868.169874481585,0.9165466325407541
5868.184135139151,0.9485783798780579
5868.198394975519,0.9632522823917786
5868.212653990697,0.9734054734268388
5868.226912184695,0.9903293380677042
5868.241169557529,0.9793601569166468
5868.25542610921,1.0044799659530994
5868.269681839747,0.9846249181672296
5868.283936749156,0.990465010749592
5868.298190837444,0.9995471596414048
5868.312444104627,1.007880995670146
5868.326696550713,0.988036516170322
5868.340948175716,0.9982763133296574
5868.355198979649,0.9893470107407966
5868.36944896252,0.9897235935205101
5868.3836981243485,1.0038949008120883
5868.39794646514,0.9991288942291532
5868.412193984904,0.9943933477184153
5868.426440683657,0.988505827405152
5868.44068656141,1.0001992618753492
5868.454931618174,0.9945159646704872
5868.469175853962,0.98374438670193
5868.483419268786,0.9875407139737246
5868.497661862652,0.9905265443178516
5868.511903635584,0.9923048789907576
5868.52614458758,0.9840707730193059
5868.540384718662,0.9902523715702208
5868.554624028836,0.9835900432226454
5868.5688625181165,0.9911113391286692
5868.583100186514,0.9810288983956156
5868.597337034041,0.9718500022056804
5868.611573060708,0.9709058150500336
5868.62580826653,0.9664528959486016
5868.6400426515165,0.9717639315645684
5868.654276215679,0.9607890110292916
5868.668508959028,0.9631147459605622
5868.68274088158,0.9581942544189741
5868.696971983343,0.947734615363208
5868.711202264328,0.9503615640802656
5868.72543172455,0.9470646169548064
5868.739660364018,0.9499475573082372
5868.753888182745,0.9590729424862454
5868.768115180744,0.981101401741332
5868.782341358023,0.9724409659637848
5868.796566714598,0.9787469081566678
5868.810791250477,0.9856783410913224
5868.825014965678,0.9786751974449536
5868.839237860204,0.9823800579728909
5868.853459934072,0.9897696673291548
5868.867681187295,0.9872001670645292
5868.881901619881,0.9852451688126423
5868.8961212318445,0.9897420371269154
5868.910340023194,0.9761910346086968
5868.924557993946,0.9920647304722608
5868.93877514411,0.9956615399640446
5868.952991473698,0.9872885383677199
5868.967206982718,0.9938279976180484
5868.9814216711875,0.9903773946332124
5868.995635539115,0.985439190914993
5869.009848586513,0.9976251063169966
5869.024060813394,0.9795507506891028
5869.0382722197655,0.9785809391156272
5869.052482805646,0.9793706894116604
5869.066692571044,0.967310064751474
5869.08090151597,0.9610662605326916
5869.09510964044,0.9420738321939884
5869.109316944458,0.9311015847013429
5869.123523428042,0.8886758333647694
5869.137729091203,0.8619026608896065
5869.151933933951,0.8397231725496545
5869.1661379562975,0.8142756634188523
5869.180341158257,0.8049338402370038
5869.194543539841,0.7976386199431253
5869.208745101058,0.8208121858899217
5869.222945841921,0.8514198257939659
5869.237145762441,0.8706385538191339
5869.251344862631,0.9030766382549896
5869.265543142505,0.9352437946854208
5869.27974060207,0.9456108556492406
5869.293937241341,0.959749989142573
5869.30813306033,0.9753043896348236
5869.322328059045,0.9760199938730194
5869.336522237501,0.9790979233040504
5869.350715595708,0.9853580210094096
5869.364908133679,0.9800655727660348
5869.379099851426,0.9769279923938876
5869.393290748958,0.9810699473946284
5869.407480826289,0.9724430727904404
5869.421670083431,0.978852272626661
5869.435858520395,0.9792865469753259
5869.450046137194,0.9859714886772428
5869.464232933836,0.9777811537251708
5869.478418910337,0.9825562605185062
5869.492604066704,0.98179848398714
5869.506788402954,0.9826177117405706
5869.520971919095,0.9811528823533822
5869.535154615141,0.9841931707271612
5869.5493364911,0.9775911252454712
5869.563517546987,0.9773944188028052
5869.5776977828145,0.9830075066924968
5869.591877198593,0.9764711801902812
5869.606055794331,0.9829543639684304
5869.620233570044,0.9765028560107112
5869.634410525741,0.9825419391565156
5869.648586661438,0.9873611209561778
5869.6627619771425,0.991351219860782
5869.676936472866,0.9822050336640598
5869.691110148624,0.9721278029050052
5869.705283004422,0.9760902869831828
5869.719455040281,0.9804325913491097
5869.733626256204,0.9788336433691416
5869.747796652205,0.9724918238615122
5869.761966228299,0.97902805819589
5869.776134984493,0.9731023907310948
5869.790302920801,0.9692943283125212
5869.804470037237,0.9747567601865827
5869.818636333806,0.9896542882718462
5869.832801810528,0.9834393187370006
5869.8469664674085,0.9770042681620708
5869.861130304461,0.9778074075746862
5869.875293321696,0.9818135102081088
5869.889455519126,0.9767676042147876
5869.903616896761,0.9841272493548714
5869.9177774546215,0.9829247211225124
5869.931937192706,0.9818410887552432
5869.946096111036,0.9796164939979134
5869.960254209618,0.9903748713161418
5869.974411488464,0.9912677899071328
5869.9885679475865,0.9863486728437312
5870.002723586999,0.9983919610515524
5870.016878406712,0.9829972095776112
5870.031032406737,0.986398834047606
5870.045185587082,0.9908447806208156
5870.059337947764,0.9928153561426843
5870.073489488794,0.9974002602434912
5870.087640210179,0.9880565046722322
5870.1017901119385,0.9865594174429848
5870.115939194074,0.982663261426621
5870.130087456603,0.9869491828926428
5870.144234899539,0.9950106828446922
5870.15838152289,0.992108248733684
5870.1725273266675,0.9902095752608162
5870.186672310888,0.988316052099076
5870.200816475555,0.9939267128275544
5870.214959820686,0.9885150721668488
5870.229102346295,0.9926085243490655
5870.243244052384,0.9865571106385714
5870.257384938975,0.98949028207441
5870.271525006075,0.9870150202294408
5870.285664253692,0.9854645619485821
5870.29980268184,0.9880371681185168
5870.313940290536,0.985524731374063
5870.328077079789,0.981636073474633
5870.342213049607,0.9748184299874496
5870.356348200001,0.9822947371291904
5870.370482530986,0.9835460058328565
5870.384616042575,0.9756304824683086
5870.398748734773,0.9713393947138826
5870.412880607599,0.9772769377438532
5870.4270116610605,0.975916900251376
5870.441141895171,0.9833588569034885
5870.455271309941,0.9770769540051334
5870.4693999053825,0.9872898558178399
5870.483527681505,0.984638758630422
5870.497654638323,0.9794412346404472
5870.511780775844,0.9809154030182023
5870.525906094087,0.9856334409254226
5870.540030593057,0.9868333785717894
5870.554154272769,0.9816667439189944
5870.568277133231,0.9822174663813502
5870.582399174456,0.9843231965828779
5870.596520396459,0.98371893500687
5870.610640799248,0.9849952698848636
5870.624760382837,0.9792486082221082
5870.638879147233,0.9681397788103382
5870.652997092452,0.9692578862381348
5870.667114218503,0.9728681775833976
5870.681230525399,0.9636599004003322
5870.695346013151,0.9686481046076172
5870.709460681773,0.9711257436015616
5870.723574531272,0.9669996073106392
5870.737687561661,0.9660705969183409
5870.751799772954,0.9592534217180879
5870.765911165158,0.9611284162741852
5870.780021738292,0.9770875102986736
5870.79413149236,0.965313804872854
5870.808240427376,0.9747404903459659
5870.822348543355,0.9688216334026968
5870.836455840302,0.9763495714472206
5870.850562318234,0.9782196496900928
5870.864667977162,0.9684536760468464
5870.878772817094,0.9704440318065888
5870.892876838043,0.9778423722989716
5870.906980040022,0.9756863730714352
5870.921082423043,0.97940720497852
5870.935183987115,0.9751629931647972
5870.949284732253,0.9730900585512908
5870.963384658462,0.9832952077195372
5870.97748376576,0.9798638083517234
5870.991582054156,0.9774170257254516
5871.005679523662,0.9712163343584193
5871.019776174289,0.9796784056152672
5871.033872006049,0.9752319473166368
5871.047967018954,0.97719239569663
5871.062061213016,0.9855434297143956
5871.076154588242,0.9857188933816341
5871.090247144649,0.9829514349598868
5871.104338882246,0.980994382067314
5871.118429801044,0.9766292803603036
5871.132519901056,0.9784104165662758
5871.146609182294,0.9727484248579216
5871.1606976447665,0.9742191451607
5871.174785288489,0.9732830678867308
5871.1888721134665,0.9799206473907376
5871.202958119719,0.9744150011583314
5871.217043307252,0.9710951693069988
5871.231127676079,0.9630583234848316
5871.245211226212,0.9732757150495764
5871.2592939576625,0.9681565172161122
5871.27337587044,0.9674146703438496
5871.2874569645555,0.9615579172590848
5871.301537240024,0.9600462408661492
5871.315616696856,0.9573957270792792
5871.329695335061,0.9595230627067528
5871.343773154651,0.9574263000626244
5871.357850155638,0.9640008747637648
5871.3719263380335,0.9587081628178185
5871.386001701851,0.9623153817377108
5871.4000762471,0.9702406996017774
5871.414149973789,0.9687022820794032
5871.4282228819375,0.9707344124613584
5871.442294971545,0.964202893394202
5871.456366242634,0.9816288692101242
5871.47043669521,0.9717473509048792
5871.484506329289,0.9792828244932248
5871.498575144876,0.9824356912415108
5871.5126431419885,0.9746990305700296
5871.526710320637,0.9777822186752779
5871.5407766808285,0.9750604396745152
5871.554842222579,0.9842769422472274
5871.568906945899,0.9833511879524852
5871.582970850797,0.9558067527506346
5871.597033937289,0.968736343385989
5871.6110962053845,0.9821663396178612
5871.625157655095,0.9775133973468008
5871.639218286429,0.9748705235160582
5871.653278099402,0.97779055622598
5871.667337094023,0.9787862490291354
5871.681395270308,0.98642255623661
5871.6954526282625,0.9765226743483982
5871.709509167899,0.9797599930333956
5871.723564889232,0.9736175683047528
5871.737619792273,0.982970958755404
5871.75167387703,0.9811815078349028
5871.765727143515,0.9829202122042564
5871.7797795917395,0.9759264065467936
5871.7938312217175,0.9799001758122236
5871.8078820334595,0.9784165816757716
5871.821932026975,0.9806964557431279
5871.835981202276,0.9755890534713372
5871.850029559376,0.9852655907865356
5871.864077098285,0.9829575422779944
5871.878123819012,0.9790560044279304
5871.892169721575,0.9857735733898876
5871.9062148059775,0.9790706970510316
5871.920259072235,0.9873264515653359
5871.93430252036,0.9768042289442764
5871.94834515036,0.9770613313619482
5871.962386962252,0.9903787199432079
5871.976427956041,0.9833427202461341
5871.990468131746,0.9893469265053394
5872.004507489369,0.9805604091600341
5872.018546028929,0.9974870096656796
5872.032583750434,0.9945863217506292
5872.046620653898,0.9912278546411252
5872.060656739327,0.9869134846208314
5872.074692006737,0.9890293253209608
5872.088726456142,0.9936347965026752
5872.102760087545,0.9843333994037377
5872.116792900964,0.98287231315988
5872.130824896408,0.989497952084262
5872.14485607389,0.9915918350196934
5872.158886433419,0.9787001093629788
5872.172915975008,0.9839885936280044
5872.186944698668,0.9782415117365604
5872.200972604411,0.9770722755757308
5872.214999692244,0.9774144333270852
5872.229025962186,0.9757413529613592
5872.243051414244,0.9695198411870593
5872.257076048429,0.9711524901020112
5872.271099864754,0.9686382354786636
5872.28512286323,0.9770986945068914
5872.299145043866,0.9836605183485368
5872.313166406675,0.9802921800509148
5872.32718695167,0.9805589040750944
5872.341206678861,0.9855925373647928
5872.355225588258,0.9842881304707918
5872.369243679876,0.987461906860522
5872.38326095372,0.9794423428277396
5872.397277409811,0.9839271777790628
5872.4112930481515,0.9865178840202682
5872.425307868753,0.9832421712200916
5872.439321871634,0.9907030222541588
5872.453335056803,0.9893995003824392
5872.467347424266,0.9854872878532756
5872.4813589740415,0.9845077117055558
5872.495369706136,0.984940366676676
5872.509379620566,0.988000568286725
5872.523388717335,0.98953947963127
5872.5373969964585,0.9781244713164816
5872.551404457953,0.988357117620144
5872.56541110182,0.983286272702206
5872.579416928077,0.9793250624722484
5872.5934219367355,0.9882609216435296
5872.607426127805,0.9832689508560272
5872.621429501296,0.9864675520627076
5872.635432057223,0.9897167276201524
5872.649433795595,0.9961936439112594
5872.663434716421,0.9854834509631601
5872.677434819718,0.9916320022907008
5872.6914341054935,0.9846221275999008
5872.705432573758,0.994574211901838
5872.719430224528,0.9925589056351962
5872.7334270578085,0.9882278193454416
5872.747423073613,0.9812796579549732
5872.761418271954,0.9845292201110164
5872.775412652842,0.9840487299326758
5872.78940621629,0.9823668121719188
5872.803398962306,0.9796534400565138
5872.817390890905,0.9804021508631264
5872.831382002094,0.9795653995682072
5872.8453722958875,0.9749880376108666
5872.859361772296,0.9719499332619266
5872.8733504313295,0.9672380261341356
5872.887338273004,0.9613487707639488
5872.9013252973255,0.9561709977012702
5872.9153115043055,0.9443421513882588
5872.929296893959,0.9514201303802574
5872.943281466294,0.9545854012706444
5872.957265221323,0.9603224296843648
5872.971248159057,0.9667081402846452
5872.985230279509,0.9754413587932718
5872.999211582689,0.9755307279594708
5873.0131920686035,0.9754196877087182
5873.0271717372725,0.9801837525257177
5873.041150588702,0.9916551753011144
5873.0551286229065,0.9864765588895492
5873.0691058398925,0.9901781391085608
5873.0830822396765,0.9879378227882072
5873.097057822262,0.9881317678228362
5873.1110325876725,0.98138256200884
5873.1250065359045,0.9868906577745524
5873.138979666984,0.9924382746464157
5873.152951980911,0.9831704988466614
5873.166923477702,0.9886755862340474
5873.180894157368,0.9871379706455882
5873.194864019917,0.9877350007390352
5873.208833065366,0.9881874372411495
5873.22280129372,0.9891559361543186
5873.236768704996,0.9856846238222848
5873.250735299202,0.9882455923915956
5873.264701076348,0.9873339342065068
5873.278666036448,0.9821603574675416
5873.2926301795105,0.9851781196046016
5873.30659350555,0.9864208622280412
5873.320556014578,0.986950753162398
5873.334517706601,0.978189465645286
5873.348478581635,0.977724664664334
5873.362438639689,0.9905059194706176
5873.3763978807765,0.986355232499275
5873.3903563049025,0.9824134019767112
5873.404313912085,0.9771039500654921
5873.418270702329,0.9909116376641692
5873.432226675655,0.9910777650852526
5873.446181832067,0.9787266432208718
5873.4601361715795,0.9849454555915418
5873.4740896942,0.9800996505954565
5873.488042399943,0.9890107504260904
5873.501994288818,0.9774103921490358
5873.515945360836,0.9972548981352872
5873.5298956160095,0.9829065419180928
5873.54384505435,0.986413660306556
5873.557793675866,0.9839670773824706
5873.571741480575,0.9880157490003844
5873.58568846848,0.9888141536233186
5873.599634639599,0.983667641064853
5873.613579993938,0.983270771348578
5873.627524531511,0.9859425937879605
5873.641468252328,0.9852360813984452
5873.655411156403,0.9881566539291436
5873.669353243741,0.9924458806693222
5873.6832945143615,0.9760816980160536
5873.69723496827,0.9850225932335354
5873.71117460548,0.984596713340828
5873.725113426001,0.9890578693618608
5873.739051429844,0.9896330765927858
5873.752988617025,0.9853260686973428
5873.766924987548,0.9843518474948001
5873.780860541428,0.9923565233466348
5873.794795278678,0.9847190244561402
5873.8087291993015,0.9802539820370352
5873.8226623033215,0.983819128094614
5873.836594590739,0.983134790121536
5873.850526061568,0.9830527210071816
5873.864456715825,0.9797585212971528
5873.878386553514,0.9866802157658512
